Gene_id	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4
YOR341W	79	96	84	94	103	90	83	88
YOR342C	22	16	12	17	21	23	13	15
YOR343C	3	3	6	6	8	3	3	5
YOR343W-A	0	0	0	0	0	0	0	0
YOR343W-B	14	9	13	6	8	10	10	10
YOR344C	20	17	18	17	10	8	14	19
YOR345C	16	11	8	18	10	8	12	6
YOR346W	61	50	48	65	48	65	39	55
YOR347C	31	30	30	24	29	26	18	20
YOR348C	38	38	33	26	42	32	38	26
YOR349W	53	48	50	56	50	48	57	51
YOR350C	48	37	39	34	36	35	43	31
YOR351C	23	14	22	18	28	32	19	25
YOR352W	26	25	18	14	17	18	12	17
YOR353C	6	14	9	6	35	46	49	45
YOR354C	39	43	29	42	40	50	23	32
YOR355W	28	27	24	22	31	24	23	31
YOR356W	26	26	32	32	34	33	34	30
YOR357C	3	10	5	12	7	7	6	3
YOR358W	15	13	21	17	10	13	12	7
YOR359W	27	21	18	26	27	35	24	30
YOR360C	35	28	33	24	36	31	14	24
YOR361C	42	47	37	40	47	35	34	31
YOR362C	13	13	16	9	13	10	19	12
YOR363C	57	46	57	57	47	49	46	58
YOR364W	11	11	13	11	10	9	9	11
YOR365C	56	52	50	46	45	46	46	36
YOR366W	13	18	7	15	13	13	13	16
YOR367W	5	6	15	11	13	11	11	9
YOR368W	28	29	21	27	18	21	15	23
YOR369C	5	7	7	4	12	3	1	9
YOR370C	40	24	30	30	27	35	37	32
YOR371C	2	11	6	11	47	45	44	49
YOR372C	39	23	36	33	32	33	19	30
YOR373W	44	59	59	48	51	52	43	41
YOR374W	29	16	23	33	37	28	26	25
YOR375C	19	24	22	19	21	20	17	29
YOR376W	3	5	5	3	3	1	3	3
YOR376W-A	0	1	0	3	1	1	4	1
YOR377W	22	27	23	24	22	34	31	18
YOR378W	36	41	27	28	40	29	26	31
YOR379C	12	13	9	13	16	9	14	10
YOR380W	37	28	29	31	40	29	24	31
YOR381W	42	36	41	38	38	42	45	39
YOR381W-A	1	1	3	0	1	2	2	2
YOR382W	10	5	5	12	11	8	5	5
YOR383C	10	7	7	10	11	5	6	10
YOR384W	36	40	30	26	36	40	35	40
YOR385W	16	19	12	16	14	17	9	14
YOR386W	38	17	27	31	30	31	29	25
YOR387C	6	9	10	18	12	8	12	14
YOR388C	6	7	4	5	3	4	8	8
YOR389W	23	18	27	20	29	22	23	34
YOR390W	8	5	8	4	8	11	11	2
YOR391C	2	5	8	4	5	7	3	5
YOR392W	3	10	2	2	1	5	2	4
YOR393W	0	0	0	0	0	0	0	0
YOR394C-A	2	0	0	0	1	0	0	1
YOR394W	0	0	0	0	0	0	0	0
YOR396C-A	0	0	0	0	0	0	0	0
YOR396W	0	0	0	0	0	0	0	0
YPL001W	19	16	21	16	25	14	18	16
YPL002C	8	13	7	11	8	8	8	10
YPL003W	28	23	24	29	34	24	17	28
YPL004C	18	23	21	14	23	18	23	15
YPL005W	29	37	36	35	41	30	22	28
YPL006W	60	67	62	60	70	57	48	67
YPL007C	38	25	32	30	40	38	32	36
YPL008W	47	47	52	42	45	40	47	38
YPL009C	57	67	53	66	64	61	46	47
YPL010W	9	11	5	9	7	12	9	7
YPL011C	17	17	20	15	25	13	14	15
YPL012W	54	72	66	76	64	61	80	60
YPL013C	6	4	3	5	8	8	11	4
YPL014W	31	25	20	20	24	30	19	14
YPL015C	26	15	13	18	17	22	11	21
YPL016W	69	69	58	74	80	81	78	67
YPL017C	29	34	24	34	27	27	36	29
YPL018W	22	23	19	30	22	20	18	20
YPL019C	38	53	49	51	46	49	41	48
YPL020C	37	26	32	25	30	24	37	26
YPL021W	3	1	1	3	7	7	8	6
YPL022W	67	51	55	56	63	57	51	60
YPL023C	30	40	30	35	34	28	36	29
YPL024W	15	9	14	18	17	17	10	11
YPL025C	4	13	12	7	6	8	12	3
YPL026C	24	23	22	24	31	25	27	16
YPL027W	13	6	10	17	15	12	12	13
YPL028W	16	24	13	17	23	16	15	20
YPL029W	57	48	39	44	41	34	35	36
YPL030W	30	34	42	29	29	27	43	21
YPL031C	18	18	17	16	18	17	10	18
YPL032C	40	48	46	45	41	37	41	50
YPL033C	10	13	16	19	18	9	15	14
YPL034W	13	18	12	14	17	7	12	6
YPL035C	13	9	3	12	9	10	7	13
YPL036W	49	37	53	41	43	43	45	40
YPL037C	4	6	6	7	4	10	3	10
YPL038W	11	5	13	9	13	10	8	11
YPL038W-A	1	6	1	1	3	3	1	2
YPL039W	21	11	17	15	17	18	16	15
YPL040C	41	55	51	42	54	56	64	57
YPL041C	10	10	14	11	15	7	5	13
YPL042C	28	23	36	30	36	21	20	25
YPL043W	43	51	41	42	57	59	42	43
YPL044C	28	15	11	20	24	13	18	20
YPL045W	35	53	42	37	51	46	33	41
YPL046C	3	3	4	4	3	1	1	5
YPL047W	5	7	4	8	5	5	2	5
YPL048W	24	21	17	27	20	14	18	24
YPL049C	18	23	29	21	29	23	15	25
YPL050C	20	14	12	20	24	26	14	24
YPL051W	11	8	12	9	6	12	14	5
YPL052W	15	16	11	17	12	16	12	17
YPL053C	25	19	23	27	27	15	15	24
YPL054W	13	11	12	13	23	15	19	12
YPL055C	19	16	21	17	22	18	12	10
YPL056C	8	5	4	5	4	1	2	1
YPL057C	24	14	26	17	22	21	20	20
YPL058C	112	88	71	72	82	75	91	56
YPL059W	4	5	8	5	4	6	5	4
YPL060C-A	1	3	4	2	3	1	3	1
YPL060W	24	21	18	27	19	16	28	22
YPL061W	24	30	22	27	28	32	15	15
YPL062W	5	6	7	8	3	7	7	3
YPL063W	27	23	30	16	33	28	25	28
YPL064C	15	14	17	15	18	17	2	16
YPL065W	13	9	11	14	16	11	14	15
YPL066W	29	26	30	22	18	21	23	22
YPL067C	8	12	10	14	9	12	7	11
YPL068C	16	16	10	12	16	18	13	15
YPL069C	23	15	16	28	15	23	15	14
YPL070W	32	37	31	41	24	21	36	26
YPL071C	7	10	6	3	8	4	4	2
YPL072W	35	36	34	28	32	25	28	44
YPL073C	17	25	20	22	16	19	17	17
YPL074W	41	47	33	34	39	35	36	33
YPL075W	48	58	48	52	49	50	41	44
YPL076W	18	18	14	20	13	12	13	13
YPL077C	13	10	12	18	19	10	15	19
YPL078C	8	11	17	13	10	13	10	9
YPL079W	10	9	11	10	10	13	9	7
YPL080C	7	2	4	8	7	6	5	2
YPL081W	7	11	6	13	18	13	13	13
YPL082C	110	92	92	116	108	108	75	102
YPL083C	20	26	27	28	27	27	31	28
YPL084W	42	40	46	58	56	53	41	51
YPL085W	111	114	112	128	135	129	100	110
YPL086C	21	33	35	26	31	25	23	34
YPL087W	12	13	17	19	18	19	15	16
YPL088W	20	10	20	14	15	16	20	18
YPL089C	39	32	23	39	39	33	38	45
YPL090C	4	7	10	5	12	8	9	8
YPL091W	23	20	13	26	29	26	30	32
YPL092W	23	20	26	19	28	25	31	18
YPL093W	29	38	26	37	27	37	39	27
YPL094C	15	12	13	14	9	15	14	21
YPL095C	26	15	26	20	21	24	20	19
YPL096C-A	2	0	2	6	6	1	1	4
YPL096W	8	25	16	18	12	25	20	19
YPL097W	27	20	30	28	22	27	16	22
YPL098C	9	4	8	6	4	4	3	5
YPL099C	8	7	6	12	7	10	8	8
YPL100W	31	22	21	23	28	29	22	21
YPL101W	25	27	23	34	25	28	30	17
YPL102C	5	7	7	8	4	7	8	8
YPL103C	20	16	23	29	20	19	19	16
YPL104W	32	26	32	39	27	36	35	26
YPL105C	44	46	52	51	48	41	48	43
YPL106C	38	36	29	28	35	50	33	36
YPL107W	11	8	21	12	13	10	10	11
YPL108W	11	3	7	11	7	6	5	7
YPL109C	35	36	31	40	37	36	30	39
YPL110C	62	81	71	66	68	69	65	65
YPL111W	21	20	14	15	17	20	19	23
YPL112C	21	17	18	19	18	33	22	28
YPL113C	27	28	21	31	28	26	28	22
YPL114W	13	19	21	14	8	7	14	17
YPL115C	66	46	64	61	62	61	51	69
YPL116W	42	47	36	44	31	35	29	39
YPL117C	20	18	13	15	22	19	19	20
YPL118W	22	20	18	23	15	22	15	15
YPL119C	33	28	26	37	43	38	29	32
YPL119C-A	1	3	3	3	3	2	3	6
YPL120W	36	34	27	39	28	34	26	24
YPL121C	13	11	13	10	13	14	9	14
YPL122C	16	31	25	20	26	17	23	26
YPL123C	24	19	21	22	16	24	19	21
YPL124W	18	13	16	10	13	13	14	14
YPL125W	38	60	49	67	52	52	56	44
YPL126W	50	41	48	59	46	41	48	37
YPL127C	13	21	15	12	14	13	12	10
YPL128C	34	28	22	31	29	24	27	32
YPL129W	10	15	20	13	10	16	8	16
YPL130W	8	13	23	12	11	7	9	6
YPL131W	12	18	11	11	14	15	11	12
YPL132W	15	17	20	18	11	12	15	17
YPL133C	16	20	24	23	31	32	27	19
YPL134C	10	19	11	8	19	14	8	13
YPL135C-A	5	4	8	5	9	4	3	4
YPL135W	12	10	8	10	8	15	7	15
YPL136W	9	11	12	19	12	11	11	15
YPL137C	73	56	72	71	80	67	73	76
YPL138C	22	19	12	17	23	19	12	15
YPL139C	32	35	25	22	32	18	20	25
YPL140C	36	24	21	21	29	25	26	26
YPL141C	35	58	28	49	46	56	41	41
YPL142C	6	12	14	6	13	6	11	10
YPL143W	19	5	14	15	16	15	10	8
YPL144W	9	8	10	6	8	12	10	7
YPL145C	23	19	25	27	30	28	26	20
YPL146C	21	23	27	31	30	25	27	21
YPL147W	46	55	41	51	58	57	49	46
YPL148C	13	13	5	8	11	8	6	11
YPL149W	18	22	20	22	26	10	13	13
YPL150W	63	50	56	39	45	42	46	53
YPL151C	28	19	21	26	32	21	16	21
YPL152W	13	14	20	24	17	26	21	14
YPL152W-A	1	0	2	0	0	1	1	0
YPL153C	48	57	36	46	49	46	49	48
YPL154C	21	22	28	24	28	19	20	20
YPL155C	44	37	43	35	41	37	39	45
YPL156C	11	14	10	12	28	15	13	16
YPL157W	11	14	11	14	17	17	16	22
YPL158C	49	50	44	43	63	49	36	40
YPL159C	17	12	15	13	11	9	8	16
YPL160W	63	55	55	68	72	48	45	46
YPL161C	40	36	28	33	48	44	33	32
YPL162C	12	15	14	14	15	10	12	14
YPL163C	10	10	14	22	17	13	9	15
YPL164C	34	37	44	32	37	43	30	32
YPL165C	16	25	17	21	20	21	15	22
YPL166W	14	11	11	11	9	13	10	18
YPL167C	93	70	83	80	92	83	73	75
YPL168W	28	30	20	21	33	25	17	22
YPL169C	37	38	25	29	35	28	27	22
YPL170W	9	5	5	4	13	10	4	5
YPL171C	26	21	19	12	26	16	27	29
YPL172C	19	17	24	27	18	22	15	28
YPL173W	20	12	11	14	20	7	13	16
YPL174C	51	51	41	48	63	46	54	46
YPL175W	22	29	20	27	24	18	29	28
YPL176C	49	42	43	37	37	39	39	50
YPL177C	9	14	23	15	21	12	19	15
YPL178W	14	10	7	16	15	8	11	14
YPL179W	21	21	19	34	35	19	23	20
YPL180W	45	39	52	41	49	49	37	38
YPL181W	36	39	25	34	33	31	31	30
YPL182C	7	12	9	6	13	15	12	16
YPL183C	51	47	46	62	73	56	65	54
YPL183W-A	4	3	2	3	5	7	5	4
YPL184C	45	37	35	42	32	28	31	28
YPL185W	9	7	11	14	14	17	8	7
YPL186C	16	21	22	29	18	24	14	18
YPL187W	9	8	3	7	5	8	6	8
YPL188W	21	23	19	23	22	17	21	19
YPL189C-A	10	3	2	3	2	4	3	4
YPL189W	38	27	26	34	44	32	30	34
YPL190C	40	57	46	38	41	33	48	41
YPL191C	12	17	20	17	18	17	18	13
YPL192C	11	4	6	5	6	5	10	2
YPL193W	22	20	15	29	17	19	20	26
YPL194W	35	37	40	31	33	34	31	27
YPL195W	45	57	51	58	63	57	52	34
YPL196W	11	16	13	9	14	13	14	15
YPL197C	9	6	1	8	8	3	5	4
YPL198W	14	14	14	10	12	12	9	14
YPL199C	9	7	16	10	13	7	19	13
YPL200W	7	15	7	10	7	8	7	2
YPL201C	17	29	17	23	24	19	23	23
YPL202C	33	21	24	27	26	24	26	28
YPL203W	20	15	18	29	29	15	26	18
YPL204W	27	23	24	30	34	36	16	24
YPL205C	5	5	7	5	5	6	6	1
YPL206C	13	21	10	19	17	22	11	11
YPL207W	39	48	38	41	49	51	52	48
YPL208W	26	36	34	30	41	23	29	32
YPL209C	25	27	15	24	14	23	19	18
YPL210C	35	32	33	27	28	39	29	33
YPL211W	9	12	7	9	13	11	5	13
YPL212C	30	28	25	34	23	30	25	24
YPL213W	14	13	13	10	12	13	11	16
YPL214C	28	39	29	35	26	38	31	31
YPL215W	18	24	24	19	23	15	15	14
YPL216W	57	63	58	71	57	65	47	43
YPL217C	69	77	73	78	65	73	63	60
YPL218W	14	8	13	13	7	10	11	13
YPL219W	27	21	32	24	22	27	26	16
YPL220W	0	3	3	5	4	2	2	4
YPL221W	35	36	36	45	43	37	48	43
YPL222C-A	8	6	5	18	8	16	4	6
YPL222W	46	25	44	45	44	40	43	41
YPL223C	5	11	8	3	12	15	8	8
YPL224C	27	31	21	18	35	23	23	20
YPL225W	5	10	5	4	8	6	5	7
YPL226W	75	78	54	56	55	67	60	57
YPL227C	22	20	16	16	22	21	16	15
YPL228W	40	26	26	34	25	43	32	33
YPL229W	8	9	10	16	12	7	11	5
YPL230W	23	19	20	23	22	24	17	18
YPL231W	112	126	94	105	129	95	85	98
YPL232W	20	16	11	25	13	21	19	16
YPL233W	18	9	12	12	12	6	9	7
YPL234C	4	6	6	8	9	8	7	13
YPL235W	27	27	32	28	34	21	25	18
YPL236C	26	22	18	27	24	13	13	18
YPL237W	23	20	23	24	19	29	15	29
YPL238C	14	15	7	10	18	12	10	4
YPL239W	11	5	11	14	6	8	3	5
YPL240C	45	26	34	39	41	40	33	40
YPL241C	11	14	13	18	17	14	8	11
YPL242C	88	95	66	86	103	83	62	88
YPL243W	34	37	33	41	32	30	32	27
YPL244C	23	30	17	22	20	20	16	24
YPL245W	25	28	23	20	31	24	18	22
YPL246C	8	12	11	14	13	24	15	15
YPL247C	39	25	22	25	34	32	24	23
YPL248C	61	47	35	51	48	45	51	42
YPL249C	53	45	51	53	46	46	36	56
YPL249C-A	13	7	13	16	14	12	14	18
YPL250C	6	5	6	10	7	8	3	2
YPL250W-A	7	11	8	12	8	11	7	8
YPL251W	15	9	7	14	9	8	8	4
YPL252C	11	15	11	11	14	15	9	12
YPL253C	38	34	28	33	36	40	38	28
YPL254W	28	26	23	20	29	37	37	27
YPL255W	21	25	28	22	19	25	13	32
YPL256C	23	28	26	30	29	29	24	35
YPL257W	12	7	11	14	6	14	4	9
YPL257W-A	0	0	0	0	0	0	0	0
YPL257W-B	0	0	0	0	0	0	0	0
YPL258C	36	30	29	27	30	32	26	30
YPL259C	30	25	24	26	31	22	27	28
YPL260W	43	26	30	26	35	36	25	28
YPL261C	3	4	5	3	10	9	6	6
YPL262W	21	26	26	18	34	30	13	26
YPL263C	35	33	30	31	40	27	32	27
YPL264C	17	17	11	12	17	16	23	13
YPL265W	39	26	35	39	26	33	25	24
YPL266W	13	21	10	5	21	22	11	13
YPL267W	3	2	3	2	17	10	10	9
YPL268W	42	38	42	58	47	42	51	29
YPL269W	33	39	47	34	44	40	29	29
YPL270W	48	42	43	44	31	42	38	25
YPL271W	6	2	3	3	5	1	2	3
YPL272C	25	19	21	26	32	23	29	15
YPL273W	14	11	12	15	18	16	9	23
YPL274W	33	30	28	40	30	39	37	22
YPL275W	2	5	0	2	3	2	1	2
YPL276W	0	0	0	1	1	1	1	0
YPL277C	16	21	20	21	19	31	19	19
YPL278C	0	0	2	1	2	0	3	0
YPL279C	6	6	11	9	5	8	10	9
YPL280W	0	0	0	0	1	0	0	0
YPL281C	0	0	0	0	0	0	0	0
YPL282C	0	0	0	0	0	0	0	0
YPL283C	0	0	0	0	0	0	0	0
YPL283W-A	0	0	0	0	0	0	0	0
YPL283W-B	0	0	0	0	0	0	0	0
YPR001W	17	16	18	37	24	22	28	28
YPR002C-A	0	0	1	0	0	2	1	0
YPR002W	34	22	42	31	25	31	34	24
YPR003C	44	38	24	37	45	41	44	39
YPR004C	16	18	19	20	16	16	15	18
YPR005C	16	10	10	8	17	14	18	13
YPR006C	34	37	33	29	34	32	37	31
YPR007C	27	35	37	43	38	32	38	28
YPR008W	34	36	38	38	42	45	26	28
YPR009W	20	11	19	15	11	15	15	12
YPR010C	73	58	56	73	79	61	74	64
YPR010C-A	4	3	7	8	5	6	3	4
YPR011C	30	18	13	16	20	17	12	18
YPR012W	2	4	2	2	1	5	0	2
YPR013C	16	16	16	29	24	18	17	21
YPR014C	3	3	3	8	7	5	7	3
YPR015C	14	14	13	9	9	13	15	12
YPR016C	10	15	17	8	12	8	11	12
YPR016W-A	6	2	3	2	5	3	3	3
YPR017C	4	10	6	8	9	4	5	6
YPR018W	35	44	32	44	30	33	27	31
YPR019W	40	45	44	52	63	57	47	45
YPR020W	2	5	8	8	3	9	5	9
YPR021C	45	43	58	47	48	49	36	39
YPR022C	76	68	58	69	64	64	66	49
YPR023C	25	27	19	29	26	25	20	17
YPR024W	34	39	46	48	45	40	50	33
YPR025C	23	21	18	19	15	23	19	25
YPR026W	63	71	61	76	63	72	66	66
YPR027C	13	12	14	10	12	11	10	16
YPR028W	14	7	16	12	5	16	13	14
YPR029C	39	57	40	40	52	37	33	38
YPR030W	72	76	66	67	72	76	49	51
YPR031W	36	58	37	38	56	47	34	51
YPR032W	59	55	49	55	60	65	59	44
YPR033C	28	30	24	25	33	39	23	29
YPR034W	21	21	22	29	26	33	19	23
YPR035W	22	20	17	24	17	21	19	16
YPR036W	26	27	25	25	29	32	19	20
YPR036W-A	0	2	2	3	2	1	5	2
YPR037C	14	20	15	23	16	11	11	14
YPR038W	4	2	4	2	4	3	5	5
YPR039W	0	1	1	0	0	2	0	1
YPR040W	9	26	15	16	32	19	10	11
YPR041W	20	22	21	12	31	26	24	29
YPR042C	64	61	62	46	56	64	43	62
YPR043W	8	12	13	11	15	12	13	16
YPR044C	13	8	9	10	9	14	15	14
YPR045C	28	23	17	24	31	16	23	17
YPR046W	10	2	5	11	7	6	7	12
YPR047W	12	29	28	26	32	32	23	19
YPR048W	40	28	36	33	33	30	36	22
YPR049C	70	63	60	67	84	74	60	46
YPR050C	15	19	12	17	13	19	9	16
YPR051W	16	15	16	16	19	17	16	16
YPR052C	2	0	0	2	1	0	0	0
YPR053C	3	5	3	1	4	1	3	3
YPR054W	21	29	30	17	22	18	15	18
YPR055W	64	65	56	55	69	50	65	66
YPR056W	19	24	14	16	18	20	20	18
YPR057W	20	11	22	14	28	19	22	12
YPR058W	20	22	20	21	27	25	16	17
YPR059C	15	11	21	17	9	12	15	9
YPR060C	12	16	19	16	14	12	12	9
YPR061C	16	13	15	20	24	15	12	18
YPR062W	12	10	12	12	12	10	5	5
YPR063C	6	8	6	7	11	6	9	10
YPR064W	8	6	4	4	5	9	4	8
YPR065W	19	26	22	23	21	18	18	24
YPR066W	13	15	10	20	28	13	15	13
YPR067W	9	15	7	9	9	6	7	7
YPR068C	28	28	21	27	28	30	24	26
YPR069C	22	15	18	20	22	12	16	17
YPR070W	32	30	25	35	38	27	28	29
YPR071W	7	8	10	10	14	17	8	11
YPR072W	32	35	30	33	21	31	23	37
YPR073C	7	8	6	9	11	15	9	2
YPR074C	36	33	44	44	38	35	33	28
YPR074W-A	6	0	0	2	0	1	0	1
YPR075C	22	24	28	21	23	26	17	26
YPR076W	9	19	7	15	10	12	7	7
YPR077C	0	0	0	0	0	0	0	0
YPR078C	19	13	8	12	13	13	10	11
YPR079W	13	22	13	14	18	22	19	18
YPR080W	3	3	2	3	4	2	3	3
YPR081C	32	42	33	50	29	34	36	32
YPR082C	6	6	7	7	12	8	6	5
YPR083W	29	36	22	42	28	26	27	32
YPR084W	26	23	32	28	24	23	21	21
YPR085C	19	21	19	28	26	27	18	26
YPR086W	17	21	22	23	23	16	17	18
YPR087W	12	3	11	10	12	12	10	9
YPR088C	34	31	35	28	46	27	28	31
YPR089W	49	53	49	51	47	40	46	46
YPR091C	50	36	40	50	41	48	34	45
YPR092W	10	7	7	6	10	6	11	9
YPR093C	16	15	11	21	20	9	10	13
YPR094W	5	3	4	5	6	7	5	3
YPR095C	74	73	74	63	63	54	58	64
YPR096C	6	1	9	4	4	7	4	1
YPR097W	61	53	66	58	75	49	50	48
YPR098C	10	11	15	10	11	11	5	9
YPR099C	10	13	11	15	12	11	15	16
YPR100W	12	10	9	18	13	14	6	8
YPR101W	7	10	12	6	6	6	13	10
YPR102C	8	8	1	4	4	5	4	1
YPR103W	13	16	12	11	14	13	15	13
YPR104C	63	59	65	51	48	33	52	62
YPR105C	59	42	47	59	64	49	62	38
YPR106W	19	23	19	32	30	31	21	16
YPR107C	9	5	15	12	10	18	16	7
YPR108W	30	16	21	24	27	26	22	20
YPR108W-A	0	1	0	0	0	2	0	0
YPR109W	17	16	18	18	15	16	13	13
YPR110C	21	21	20	15	20	13	14	23
YPR111W	38	28	32	29	38	32	32	32
YPR112C	44	44	39	58	52	50	49	57
YPR113W	18	10	15	15	8	10	16	12
YPR114W	12	7	15	13	16	20	7	11
YPR115W	51	76	59	45	51	53	72	50
YPR116W	9	13	14	14	13	15	10	5
YPR117W	153	148	119	128	133	134	132	136
YPR118W	19	19	24	28	21	24	20	17
YPR119W	25	37	27	21	27	20	21	28
YPR120C	30	28	22	24	23	26	23	23
YPR121W	26	36	21	33	35	32	31	24
YPR122W	72	63	62	72	62	75	62	67
YPR123C	13	9	12	19	17	15	14	15
YPR124W	32	24	26	30	27	26	27	23
YPR125W	28	32	35	26	30	24	22	25
YPR126C	9	8	7	12	11	9	7	12
YPR127W	19	18	20	21	31	14	25	19
YPR128C	12	17	16	13	18	17	18	22
YPR129W	28	33	22	22	27	15	25	19
YPR130C	12	14	18	8	13	20	15	11
YPR131C	9	7	12	8	16	9	7	9
YPR132W	5	17	9	8	8	9	4	8
YPR133C	28	22	23	22	22	23	21	17
YPR133W-A	2	3	3	1	2	1	3	2
YPR134W	17	5	6	11	15	20	16	4
YPR135W	50	43	52	50	53	55	45	53
YPR136C	24	18	15	16	15	16	19	17
YPR137C-A	0	0	0	0	0	0	0	0
YPR137C-B	0	0	0	0	0	0	0	0
YPR137W	29	41	35	40	49	31	38	45
YPR138C	31	26	19	29	35	15	24	17
YPR139C	13	16	11	17	19	20	12	13
YPR140W	19	20	19	23	20	21	18	10
YPR141C	39	34	30	43	44	45	34	39
YPR142C	22	13	13	15	26	26	14	19
YPR143W	24	16	19	17	16	21	22	21
YPR144C	31	27	28	19	39	31	33	32
YPR145C-A	3	2	3	3	4	1	3	3
YPR145W	33	29	27	38	43	27	32	25
YPR146C	7	7	6	3	11	2	4	5
YPR147C	13	13	8	19	13	20	14	11
YPR148C	20	18	23	32	36	20	25	24
YPR149W	11	8	4	8	10	6	8	8
YPR150W	20	20	16	11	18	15	16	16
YPR151C	17	23	15	12	21	15	22	19
YPR152C	23	31	17	20	20	26	29	16
YPR153W	8	8	8	13	9	6	10	9
YPR154W	10	11	16	15	12	10	11	8
YPR155C	31	28	33	33	32	35	30	28
YPR156C	36	18	21	23	29	28	17	27
YPR157W	21	33	11	36	30	23	24	31
YPR158C-C	0	0	0	0	0	0	0	0
YPR158C-D	5	3	5	2	3	5	3	6
YPR158W	16	13	10	11	9	6	11	10
YPR158W-A	0	0	0	0	0	0	0	0
YPR158W-B	3	0	2	1	4	1	0	0
YPR159C-A	2	0	2	3	4	2	0	3
YPR159W	39	41	37	37	46	38	50	38
YPR160C-A	16	15	11	13	14	8	9	10
YPR160W	50	48	66	45	51	52	46	52
YPR160W-A	0	0	0	0	0	0	0	0
YPR161C	34	31	44	32	43	33	32	22
YPR162C	30	30	28	23	26	47	27	42
YPR163C	31	18	20	24	14	28	19	23
YPR164W	86	72	65	70	90	79	65	61
YPR165W	1	0	1	3	18	6	6	12
YPR166C	5	9	5	2	6	9	3	4
YPR167C	22	16	12	16	13	16	22	9
YPR168W	7	15	9	3	3	8	5	6
YPR169W	28	26	28	28	22	25	25	25
YPR169W-A	0	0	0	0	0	0	0	0
YPR170C	10	6	10	14	9	12	15	9
YPR170W-A	0	0	0	0	0	0	0	0
YPR170W-B	0	0	0	0	0	0	0	0
YPR171W	34	36	29	34	26	39	33	29
YPR172W	7	7	7	17	12	7	8	10
YPR173C	17	15	15	32	20	18	22	15
YPR174C	8	14	13	7	13	9	14	8
YPR175W	27	41	29	34	49	31	52	28
YPR176C	14	24	11	13	15	19	20	16
YPR177C	14	12	10	14	13	9	17	13
YPR178W	36	21	24	29	31	36	28	35
YPR179C	43	38	37	43	34	29	27	34
YPR180W	19	15	17	18	26	17	23	16
YPR181C	41	43	33	36	35	39	37	44
YPR182W	4	7	0	3	4	3	2	4
YPR183W	15	12	16	14	12	13	16	20
YPR184W	92	98	69	83	86	93	81	77
YPR185W	33	34	36	33	50	33	39	34
YPR186C	16	24	17	17	28	28	14	12
YPR187W	5	10	4	12	11	6	10	9
YPR188C	9	6	6	5	5	7	3	12
YPR189W	99	87	78	100	92	71	56	81
YPR190C	42	33	41	35	42	33	34	34
YPR191W	17	26	20	21	21	20	22	16
YPR192W	11	23	15	18	17	13	14	16
YPR193C	3	9	5	8	6	5	7	4
YPR194C	43	50	44	56	61	34	38	43
YPR195C	4	6	5	10	8	6	6	2
YPR196W	25	23	20	22	26	23	24	20
YPR197C	8	29	12	16	23	17	16	16
YPR198W	33	36	32	31	32	33	34	33
YPR199C	18	19	10	15	18	12	11	21
YPR200C	5	5	8	11	5	4	6	3
YPR201W	27	31	16	21	20	18	17	20
YPR202W	3	3	0	3	1	0	1	5
YPR203W	0	0	0	0	0	0	0	0
YPR204C-A	0	0	0	0	0	0	0	0
YPR204W	2	1	0	0	5	0	2	2
snR10	0	0	0	0	0	0	0	0
snR11	3	5	1	7	4	4	4	4
snR128	0	1	0	4	2	2	0	0
snR13	0	0	2	0	1	0	0	3
snR14	1	1	3	1	0	2	1	0
snR161	2	3	2	3	1	2	1	0
snR17a	9	6	7	2	7	5	7	2
snR17b	11	2	5	8	9	8	6	6
snR18	2	6	4	2	3	7	8	6
snR189	3	2	2	0	3	2	3	2
snR19	13	6	13	7	10	13	6	7
snR190	4	0	2	3	3	3	3	5
snR191	6	8	9	11	16	5	9	12
snR24	4	4	3	6	1	2	3	5
snR3	3	1	2	1	3	1	1	1
snR30	3	11	8	9	8	9	6	9
snR31	2	2	4	7	5	8	1	2
snR32	0	1	4	3	1	2	1	2
snR33	3	2	3	4	2	2	2	1
snR34	4	2	1	2	1	2	1	2
snR35	3	6	4	3	3	3	1	1
snR36	1	1	1	1	1	2	0	1
snR37	4	5	6	5	11	13	2	3
snR38	6	1	2	3	1	2	5	4
snR39	5	3	5	3	5	3	3	7
snR39B	1	1	0	0	1	1	0	0
snR4	5	3	6	3	1	2	1	3
snR40	0	1	1	1	0	0	0	0
snR41	0	1	0	1	0	2	1	0
snR42	3	3	3	6	4	6	9	5
snR43	2	3	2	2	5	2	1	2
snR44	4	6	7	14	11	8	9	11
snR45	2	3	0	3	3	1	2	1
snR46	3	0	3	4	1	2	2	1
snR47	1	0	1	1	0	1	1	0
snR48	2	2	1	0	0	2	1	0
snR49	1	1	1	6	0	1	0	4
snR5	1	2	2	6	1	2	4	0
snR50	0	0	0	0	0	1	1	0
snR51	0	1	0	1	1	0	1	0
snR52	1	0	0	0	0	0	0	0
snR53	1	0	0	1	1	2	0	0
snR54	8	2	5	5	7	3	4	3
snR55	0	1	0	0	2	0	1	1
snR56	0	0	0	2	0	1	1	0
snR57	0	0	0	1	0	0	4	1
snR58	1	0	1	0	0	0	0	0
snR59	5	5	2	4	5	3	3	6
snR6	2	4	1	1	1	1	0	1
snR60	0	0	0	0	0	0	0	0
snR61	0	0	0	2	0	1	0	0
snR62	1	0	0	1	0	1	0	0
