Gene_id	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4
YBR290W	9	23	17	15	17	20	15	14
YBR291C	13	16	22	11	8	14	16	20
YBR292C	5	3	3	9	10	5	4	5
YBR293W	33	34	36	30	24	23	21	15
YBR294W	45	45	48	59	49	43	48	40
YBR295W	70	67	64	79	71	71	58	61
YBR296C	29	31	41	32	37	28	31	29
YBR296C-A	2	1	2	1	0	0	1	2
YBR297W	27	27	22	21	34	23	28	21
YBR298C	35	36	31	40	32	37	29	27
YBR298C-A	4	5	4	5	3	1	3	1
YBR299W	11	9	5	13	12	10	6	7
YBR300C	7	6	5	4	4	4	6	3
YBR301W	3	3	4	3	5	6	4	2
YBR302C	0	0	0	0	0	0	0	0
YCL001W	13	8	11	12	7	12	7	5
YCL001W-A	9	11	5	8	4	9	7	6
YCL001W-B	5	5	4	4	3	6	2	2
YCL002C	21	9	20	16	16	18	19	10
YCL004W	25	27	33	26	21	32	17	26
YCL005W	12	7	8	16	10	16	8	11
YCL005W-A	8	10	14	12	14	11	4	11
YCL007C	9	7	11	7	14	8	15	8
YCL008C	27	14	22	31	21	29	19	22
YCL009C	15	15	10	10	21	13	12	17
YCL010C	13	13	9	7	10	13	13	17
YCL011C	25	18	28	13	30	11	15	24
YCL012C	5	5	11	6	11	12	8	4
YCL014W	84	89	97	107	87	106	78	90
YCL016C	24	19	17	22	20	28	13	16
YCL017C	21	24	27	29	31	30	24	17
YCL018W	14	20	17	17	25	27	23	17
YCL019W	3	4	4	3	5	3	5	1
YCL020W	0	0	0	0	0	0	0	0
YCL021W-A	5	1	8	5	6	7	3	3
YCL022C	8	14	8	16	27	22	15	16
YCL023C	7	3	6	8	11	5	7	6
YCL024W	23	15	17	19	74	69	73	68
YCL025C	24	29	30	29	36	38	33	22
YCL026C-A	6	10	8	8	7	10	7	12
YCL026C-B	10	6	7	8	12	6	11	13
YCL027W	25	27	36	31	40	30	25	18
YCL028W	26	19	20	25	27	20	11	18
YCL029C	3	5	4	5	20	18	23	19
YCL030C	38	39	40	33	40	45	38	40
YCL031C	22	17	15	13	23	14	17	18
YCL032W	18	23	19	14	23	27	22	23
YCL033C	7	4	6	11	8	11	4	5
YCL034W	25	15	23	17	22	18	16	21
YCL035C	8	2	5	5	4	3	4	5
YCL036W	28	28	27	29	38	38	24	31
YCL037C	22	19	21	22	26	28	16	19
YCL038C	28	37	24	25	38	22	23	26
YCL039W	38	41	35	40	28	40	47	37
YCL040W	19	21	31	28	25	20	24	33
YCL041C	8	6	3	12	10	9	4	3
YCL042W	6	1	3	5	5	4	4	4
YCL043C	30	38	20	28	37	18	27	22
YCL044C	21	17	24	20	21	23	24	27
YCL045C	40	38	43	50	40	45	39	55
YCL046W	5	14	14	5	12	9	3	9
YCL047C	11	12	9	12	9	20	13	12
YCL048W	30	23	18	30	26	25	24	20
YCL048W-A	2	5	1	3	2	5	7	1
YCL049C	16	20	13	19	21	17	20	12
YCL050C	17	19	16	16	20	18	19	13
YCL051W	40	25	20	25	31	33	31	28
YCL052C	31	27	14	20	21	28	17	24
YCL054W	32	45	43	38	38	53	51	45
YCL055W	16	14	14	21	30	19	20	17
YCL056C	7	7	10	14	5	10	8	6
YCL057C-A	5	2	1	5	4	7	2	3
YCL057W	38	41	35	53	37	36	40	37
YCL058C	6	16	10	9	8	15	15	15
YCL058W-A	16	16	10	10	8	14	10	9
YCL059C	16	17	20	18	18	17	15	14
YCL061C	48	63	79	73	58	56	52	46
YCL063W	32	22	20	18	27	15	22	29
YCL064C	19	19	12	13	20	19	21	16
YCL065W	3	3	2	4	0	0	0	2
YCL066W	0	0	0	0	0	0	0	0
YCL067C	0	0	0	0	0	0	0	0
YCL068C	4	1	5	4	1	4	4	1
YCL069W	11	12	14	11	12	10	5	6
YCL073C	16	25	27	15	23	24	27	18
YCL074W	11	13	18	11	16	13	11	23
YCL075W	6	7	6	6	9	6	3	5
YCL076W	12	14	9	16	16	9	12	14
YCR001W	0	6	0	6	7	3	6	5
YCR002C	11	15	17	26	11	17	14	8
YCR003W	7	9	9	7	10	8	10	11
YCR004C	9	16	11	8	11	9	8	6
YCR005C	29	32	26	24	16	25	21	22
YCR006C	2	10	7	3	12	7	9	12
YCR007C	9	16	11	15	10	8	12	13
YCR008W	23	30	23	39	28	36	38	34
YCR009C	15	8	11	17	15	10	16	12
YCR010C	11	10	9	17	11	14	17	12
YCR011C	57	55	54	71	61	59	65	45
YCR012W	36	34	27	39	36	44	26	35
YCR013C	14	27	14	21	27	20	13	17
YCR014C	29	33	23	38	37	31	28	35
YCR015C	14	15	13	31	16	20	18	14
YCR016W	13	13	13	19	14	13	19	11
YCR017C	53	58	56	49	44	58	53	55
YCR018C	9	10	16	9	13	16	15	9
YCR018C-A	2	1	1	1	1	2	2	3
YCR019W	23	15	23	12	21	18	17	20
YCR020C	14	11	18	13	6	8	10	14
YCR020C-A	3	5	6	4	2	2	5	0
YCR020W-B	2	3	4	6	4	5	2	2
YCR021C	16	17	22	16	18	23	12	19
YCR022C	5	5	7	5	5	5	4	7
YCR023C	37	36	28	36	38	29	29	18
YCR024C	22	34	29	28	19	27	27	21
YCR024C-A	1	0	1	1	1	2	1	0
YCR024C-B	4	6	4	0	1	2	2	2
YCR025C	10	3	5	3	10	5	5	10
YCR026C	35	44	36	52	42	35	41	25
YCR027C	15	10	14	12	10	9	8	13
YCR028C	35	23	23	40	26	22	22	34
YCR028C-A	11	9	9	17	4	5	3	12
YCR030C	47	55	39	37	52	43	45	45
YCR031C	11	7	7	6	9	10	7	9
YCR032W	122	116	102	156	114	127	121	134
YCR033W	62	62	53	88	69	71	56	60
YCR034W	18	24	18	24	16	27	19	17
YCR035C	30	37	22	22	20	21	19	11
YCR036W	15	13	18	21	17	14	20	15
YCR037C	51	52	49	53	55	60	49	41
YCR038C	24	29	25	27	19	22	18	20
YCR038W-A	2	3	0	2	5	2	2	3
YCR039C	0	0	0	0	0	0	0	0
YCR040W	0	0	0	0	0	0	0	0
YCR041W	4	6	6	1	5	3	3	3
YCR042C	69	68	85	75	93	80	55	77
YCR043C	7	4	3	8	9	5	7	10
YCR044C	18	22	17	20	18	17	10	15
YCR045C	22	33	30	28	33	28	29	28
YCR045W-A	17	17	13	16	23	14	8	10
YCR046C	12	9	6	10	7	12	9	7
YCR047C	24	9	21	12	23	21	13	13
YCR047W-A	11	4	9	7	9	7	6	9
YCR048W	42	39	43	50	48	36	43	40
YCR049C	17	18	18	19	14	10	22	9
YCR050C	10	6	9	16	8	10	7	9
YCR051W	9	12	12	17	8	13	13	11
YCR052W	27	33	28	24	27	30	20	27
YCR053W	22	31	21	31	35	26	31	24
YCR054C	28	26	30	32	42	31	22	29
YCR057C	47	44	51	49	61	45	41	53
YCR059C	19	13	13	15	15	14	11	16
YCR060W	3	3	6	8	4	7	6	1
YCR061W	28	38	31	32	39	40	30	34
YCR063W	15	12	14	10	17	17	9	15
YCR064C	13	8	10	14	12	9	8	9
YCR065W	37	35	31	38	34	21	27	22
YCR066W	24	34	15	37	32	21	22	23
YCR067C	72	58	61	45	62	53	67	59
YCR068W	22	27	25	33	38	34	33	32
YCR069W	13	14	11	17	21	19	17	17
YCR071C	5	5	3	7	11	7	4	7
YCR072C	23	27	24	34	31	24	32	31
YCR073C	72	69	66	81	72	72	69	62
YCR073W-A	22	16	16	24	17	21	11	14
YCR075C	17	18	13	18	10	8	12	8
YCR075W-A	2	3	4	2	4	1	1	4
YCR076C	9	12	8	13	10	14	10	10
YCR077C	46	41	41	41	44	45	33	54
YCR079W	33	24	25	29	32	25	19	17
YCR081C-A	5	4	6	7	10	7	7	6
YCR081W	75	85	81	88	90	88	76	83
YCR082W	8	8	6	7	6	11	4	1
YCR083W	6	4	3	8	8	4	9	6
YCR084C	34	37	36	35	43	43	41	45
YCR085W	3	6	3	6	7	9	3	8
YCR086W	17	10	8	8	10	12	5	8
YCR087C-A	16	12	11	14	11	13	15	20
YCR087W	14	20	13	13	17	14	14	16
YCR088W	22	39	35	34	35	20	32	26
YCR089W	83	99	89	79	79	79	78	71
YCR090C	12	8	9	8	7	8	8	9
YCR091W	41	37	35	39	41	37	37	36
YCR092C	65	62	59	65	63	34	69	61
YCR093W	19	14	23	25	114	129	116	119
YCR094W	18	22	24	25	19	31	19	24
YCR095C	18	17	18	27	23	13	16	15
YCR095W-A	0	5	1	1	1	3	0	2
YCR096C	0	0	0	0	0	0	0	0
YCR097W	19	7	5	8	9	12	10	10
YCR097W-A	4	1	4	2	3	4	1	1
YCR098C	23	29	25	35	18	26	33	28
YCR099C	8	6	3	11	3	6	7	3
YCR100C	15	15	10	9	16	12	13	12
YCR101C	8	7	6	12	9	9	11	4
YCR102C	14	19	13	17	28	13	20	19
YCR102W-A	5	3	1	2	5	0	2	4
YCR104W	7	7	5	5	2	3	2	4
YCR105W	20	16	14	18	19	19	16	21
YCR106W	36	29	55	42	53	41	38	51
YCR107W	16	14	15	22	15	17	19	13
YCR108C	3	0	1	2	4	3	0	0
YDL001W	22	17	18	32	29	28	22	22
YDL002C	13	8	13	11	13	3	3	5
YDL003W	28	31	33	26	37	41	30	22
YDL004W	9	8	4	7	3	8	7	4
YDL005C	29	18	22	24	23	32	23	25
YDL006W	15	11	14	10	14	10	14	16
YDL007C-A	3	1	7	3	3	0	4	4
YDL007W	17	17	19	17	36	27	17	25
YDL008W	3	1	2	1	7	7	5	9
YDL009C	5	7	10	8	6	7	4	5
YDL010W	19	17	7	13	26	19	18	20
YDL011C	8	10	13	10	14	12	6	13
YDL012C	5	8	4	4	7	10	7	7
YDL013W	26	20	26	39	35	42	42	36
YDL014W	6	20	8	15	25	16	18	13
YDL015C	28	17	17	21	14	14	19	9
YDL016C	4	10	8	8	13	10	4	6
YDL017W	33	27	29	28	44	31	38	38
YDL018C	17	13	4	8	14	5	15	11
YDL019C	75	73	70	64	84	63	65	76
YDL020C	26	32	12	24	30	29	24	22
YDL021W	14	17	13	20	12	10	16	18
YDL022C-A	2	2	1	2	5	4	0	1
YDL022W	19	27	25	22	24	18	29	17
YDL023C	9	11	8	7	12	10	3	13
YDL024C	6	4	2	1	26	15	24	28
YDL025C	39	39	32	33	34	36	32	30
YDL025W-A	3	5	3	4	3	2	3	2
YDL026W	8	9	14	5	11	9	11	11
YDL027C	28	29	20	30	38	28	23	21
YDL028C	46	41	38	42	40	44	33	45
YDL029W	27	27	17	21	26	29	18	18
YDL030W	32	23	39	28	37	31	28	28
YDL031W	55	57	46	63	51	51	34	43
YDL032W	11	5	11	10	12	14	6	6
YDL033C	23	31	31	30	20	29	20	30
YDL034W	8	9	8	15	5	20	14	9
YDL035C	65	55	50	56	52	60	64	56
YDL036C	19	16	21	26	23	34	27	19
YDL037C	15	19	10	13	14	14	8	12
YDL039C	36	41	34	35	40	41	39	32
YDL040C	45	49	40	55	52	42	47	42
YDL041W	17	19	8	10	8	11	9	7
YDL042C	38	36	25	39	44	26	43	40
YDL043C	15	17	10	15	14	14	14	11
YDL044C	27	23	33	24	23	27	17	17
YDL045C	13	20	22	13	18	18	7	9
YDL045W-A	2	4	5	4	7	7	3	4
YDL046W	11	7	8	12	2	12	13	8
YDL047W	18	16	14	17	16	13	10	14
YDL048C	26	19	28	36	27	19	27	18
YDL049C	12	13	13	11	13	16	14	13
YDL050C	12	13	13	10	14	14	12	13
YDL051W	27	22	18	21	12	18	18	25
YDL052C	8	20	16	16	15	12	16	16
YDL053C	9	7	7	5	12	12	4	14
YDL054C	25	24	21	24	23	25	26	28
YDL055C	24	12	19	22	24	20	25	24
YDL056W	36	50	39	50	46	48	41	45
YDL057W	17	18	14	16	20	20	12	15
YDL058W	110	82	103	97	92	93	92	91
YDL059C	12	11	10	11	17	12	15	14
YDL060W	37	68	45	34	47	45	55	40
YDL061C	2	4	2	1	1	2	2	4
YDL062W	7	13	8	15	12	16	7	13
YDL063C	47	42	34	41	36	28	39	44
YDL064W	5	8	7	12	12	10	7	9
YDL065C	13	15	25	16	19	17	15	15
YDL066W	41	19	23	25	32	15	18	21
YDL067C	3	3	1	4	3	3	3	1
YDL068W	12	7	4	12	16	14	10	11
YDL069C	16	16	12	22	13	18	13	15
YDL070W	26	38	39	38	39	28	34	39
YDL071C	8	12	4	7	8	3	5	7
YDL072C	10	10	8	10	14	7	6	9
YDL073W	55	47	56	52	48	40	71	50
YDL074C	49	40	33	41	31	51	31	39
YDL075W	7	5	3	7	6	6	13	5
YDL076C	14	28	16	18	22	15	13	7
YDL077C	49	45	57	57	62	65	50	51
YDL078C	12	15	19	16	28	17	11	16
YDL079C	24	33	18	32	39	26	22	26
YDL080C	39	26	29	30	34	36	34	25
YDL081C	5	3	4	4	2	4	7	10
YDL082W	10	13	4	15	12	12	3	12
YDL083C	9	10	9	9	9	12	7	8
YDL084W	24	33	31	30	24	24	16	17
YDL085C-A	2	2	2	3	3	4	4	2
YDL085W	23	25	21	29	27	19	27	23
YDL086C-A	12	9	17	15	18	16	24	15
YDL086W	18	20	25	21	21	18	27	18
YDL087C	11	11	16	10	12	16	9	7
YDL088C	2	3	9	2	24	27	21	34
YDL089W	27	34	23	37	31	32	28	29
YDL090C	18	14	27	28	22	21	16	18
YDL091C	21	37	22	21	14	28	23	18
YDL092W	5	4	7	7	4	8	7	3
YDL093W	53	41	43	43	32	40	33	42
YDL094C	14	8	12	14	12	9	12	18
YDL095W	49	56	51	53	61	55	42	50
YDL096C	12	11	9	7	7	11	9	11
YDL097C	16	31	19	32	19	20	19	30
YDL098C	6	9	12	3	7	11	14	4
YDL099W	12	17	21	17	19	25	26	20
YDL100C	19	20	16	21	15	20	24	7
YDL101C	27	26	21	24	28	25	26	18
YDL102W	60	54	81	57	58	57	55	55
YDL103C	33	34	21	33	26	20	20	35
YDL104C	15	19	19	21	22	16	11	20
YDL105W	16	19	19	21	16	27	17	18
YDL106C	27	22	24	43	37	30	14	30
YDL107W	20	11	24	19	25	26	21	16
YDL108W	15	15	17	21	22	18	16	14
YDL109C	40	37	36	42	35	36	30	41
YDL110C	6	6	3	7	7	7	9	5
YDL111C	17	19	11	20	17	18	18	17
YDL112W	90	69	69	80	74	75	77	83
YDL113C	37	34	31	34	33	35	28	30
YDL114W	7	12	15	15	13	15	12	19
YDL114W-A	5	4	2	5	3	6	3	6
YDL115C	18	20	28	30	20	23	18	21
YDL116W	36	41	44	48	33	42	27	35
YDL117W	38	34	33	53	44	46	50	51
YDL118W	17	12	13	17	13	8	10	19
YDL119C	23	14	14	23	22	21	15	25
YDL120W	10	17	8	9	9	6	9	9
YDL121C	5	8	5	5	8	6	6	5
YDL122W	42	61	34	44	51	58	39	49
YDL123W	3	10	10	4	4	3	9	6
YDL124W	14	16	11	20	9	18	15	24
YDL125C	10	9	8	12	10	10	13	6
YDL126C	51	54	28	43	45	44	47	34
YDL127W	12	12	15	13	17	17	13	19
YDL128W	20	27	21	19	28	18	26	23
YDL129W	20	11	14	14	19	18	19	15
YDL130W	5	8	6	8	6	3	4	8
YDL130W-A	5	1	5	4	4	6	7	4
YDL131W	22	20	18	18	14	16	9	20
YDL132W	39	46	46	35	39	43	45	55
YDL133C-A	0	0	0	0	1	0	0	0
YDL133W	22	15	21	15	22	25	24	26
YDL134C	3	6	2	3	21	17	21	15
YDL135C	12	13	8	7	13	8	12	7
YDL136W	6	5	1	3	4	4	4	4
YDL137W	9	4	12	6	9	14	8	13
YDL138W	49	35	33	39	48	43	34	40
YDL139C	8	8	14	9	14	11	16	13
YDL140C	107	112	88	102	91	91	99	78
YDL141W	34	41	38	43	47	47	36	29
YDL142C	13	11	10	11	11	11	17	9
YDL143W	25	24	31	28	32	22	27	22
YDL144C	18	18	20	7	27	20	22	16
YDL145C	76	56	62	66	68	76	56	60
YDL146W	17	28	28	36	15	22	17	26
YDL147W	20	24	17	29	21	21	26	14
YDL148C	43	56	40	34	49	47	40	55
YDL149W	51	50	48	75	74	53	40	43
YDL150W	47	25	29	44	52	28	32	29
YDL151C	23	21	27	14	18	29	17	17
YDL152W	13	6	10	5	6	14	17	12
YDL153C	29	43	42	41	34	43	31	27
YDL154W	46	47	40	61	56	54	41	53
YDL155W	29	20	28	30	28	31	16	24
YDL156W	21	25	22	31	34	32	24	31
YDL157C	5	6	7	8	6	4	5	4
YDL158C	6	6	8	10	12	2	7	8
YDL159C-B	9	10	4	4	4	8	6	7
YDL159W	34	32	27	24	43	30	27	30
YDL159W-A	2	0	0	0	0	5	1	1
YDL160C	36	26	27	18	25	27	26	20
YDL160C-A	4	2	3	1	3	3	2	6
YDL161W	31	25	23	30	30	26	22	25
YDL162C	7	4	3	7	4	8	5	9
YDL163W	15	13	12	11	13	10	12	8
YDL164C	52	43	31	38	44	44	34	38
YDL165W	10	12	13	12	10	6	11	14
YDL166C	7	9	13	11	13	11	7	11
YDL167C	41	42	39	45	39	32	36	34
YDL168W	24	29	12	20	20	24	16	15
YDL169C	15	14	16	12	11	9	12	12
YDL170W	25	26	31	32	30	30	28	22
YDL171C	123	126	98	133	127	124	103	143
YDL172C	21	18	9	14	21	12	21	19
YDL173W	29	18	29	23	29	27	23	22
YDL174C	41	36	33	27	36	36	23	37
YDL175C	17	18	12	15	18	13	13	14
YDL176W	38	37	36	49	47	32	38	40
YDL177C	6	4	4	8	5	4	6	6
YDL178W	33	31	27	30	27	28	20	25
YDL179W	11	22	15	10	21	17	11	12
YDL180W	31	32	37	38	41	42	32	37
YDL181W	7	2	4	7	3	4	4	4
YDL182W	20	21	17	15	18	12	13	20
YDL183C	16	13	14	12	9	20	12	23
YDL184C	0	1	0	0	0	0	0	0
YDL185C-A	1	2	4	3	4	4	7	5
YDL185W	79	49	57	70	63	56	58	50
YDL186W	16	13	16	22	12	13	20	23
YDL187C	12	8	9	11	11	7	5	8
YDL188C	1	1	5	3	25	19	13	23
YDL189W	28	21	22	25	16	26	21	27
YDL190C	49	45	42	57	48	60	56	64
YDL191W	4	7	5	2	6	5	5	5
YDL192W	6	13	11	9	9	11	8	6
YDL193W	19	21	13	22	15	35	20	17
YDL194W	52	35	44	47	53	52	53	46
YDL195W	73	72	77	74	61	77	64	66
YDL196W	3	3	2	4	15	7	4	8
YDL197C	24	31	34	23	32	35	26	37
YDL198C	16	16	15	16	18	11	21	13
YDL199C	34	35	36	53	36	36	31	41
YDL200C	8	8	8	11	10	8	7	8
YDL201W	15	15	15	13	21	14	8	13
YDL202W	17	12	6	13	15	11	25	14
YDL203C	41	36	28	33	40	26	22	32
YDL204W	27	25	25	15	19	18	11	24
YDL205C	18	19	20	16	15	24	17	15
YDL206W	47	47	46	38	43	41	39	46
YDL207W	28	24	33	33	25	21	21	26
YDL208W	6	10	9	8	8	4	7	8
YDL209C	13	16	20	23	16	14	17	26
YDL210W	26	30	41	28	26	33	26	28
YDL211C	29	23	12	19	21	24	19	21
YDL212W	11	9	8	13	8	12	9	7
YDL213C	6	14	12	11	11	9	10	11
YDL214C	40	38	47	47	42	34	35	25
YDL215C	53	66	76	57	74	57	56	48
YDL216C	17	21	31	19	28	18	15	27
YDL217C	12	5	9	11	12	11	8	8
YDL218W	11	22	15	14	21	22	18	12
YDL219W	9	10	5	7	8	11	12	5
YDL220C	51	58	57	55	52	50	51	71
YDL221W	15	14	16	20	12	9	21	15
YDL222C	18	15	15	27	20	15	14	15
YDL223C	43	53	63	67	60	76	50	67
YDL224C	37	35	40	49	36	36	27	25
YDL225W	34	38	34	41	33	29	31	38
YDL226C	19	21	18	23	18	13	17	10
YDL227C	33	35	29	31	43	32	33	35
YDL228C	26	10	19	12	18	17	18	14
YDL229W	36	23	22	29	33	32	29	33
YDL230W	21	17	22	24	19	11	12	19
YDL231C	74	60	69	54	67	67	60	68
YDL232W	1	1	0	2	0	0	1	0
YDL233W	32	25	25	23	25	35	28	25
YDL234C	40	47	32	36	43	46	41	47
YDL235C	8	5	6	18	6	6	10	9
YDL236W	13	12	16	14	22	17	19	16
YDL237W	16	23	22	25	18	18	10	23
YDL238C	32	25	28	27	24	23	19	24
YDL239C	3	5	7	5	46	47	38	43
YDL240C-A	1	0	2	0	0	1	1	0
YDL240W	61	65	45	68	63	58	60	55
YDL241W	5	3	8	6	7	1	3	4
YDL242W	9	5	7	9	6	4	6	3
YDL243C	15	12	14	17	22	10	14	14
YDL244W	10	10	9	11	6	8	9	10
YDL245C	8	8	2	2	3	3	3	3
YDL246C	4	1	3	1	3	2	1	6
YDL247W	1	3	0	2	2	0	2	3
YDL247W-A	0	0	0	0	0	0	0	0
YDL248W	13	6	8	10	14	11	10	8
YDR001C	44	43	48	35	37	31	43	44
YDR002W	12	16	7	11	9	11	10	10
YDR003W	9	10	14	10	9	12	9	8
YDR003W-A	0	0	1	0	1	2	0	1
YDR004W	16	29	21	24	26	27	19	27
YDR005C	19	23	27	26	32	22	22	23
YDR006C	48	43	43	48	44	57	34	62
YDR007W	20	11	12	25	18	6	12	17
YDR008C	14	5	15	11	6	8	9	8
YDR009W	37	26	33	43	26	17	33	31
YDR010C	2	5	7	8	8	2	7	8
YDR011W	71	80	76	91	87	76	75	83
YDR012W	7	5	11	12	8	6	5	9
YDR013W	13	12	10	10	11	11	13	15
YDR014W	41	37	39	38	28	32	30	32
YDR014W-A	9	15	9	20	9	9	9	7
YDR015C	6	5	10	11	11	15	8	16
YDR016C	3	4	3	3	2	7	5	7
YDR017C	61	67	44	50	56	59	57	57
YDR018C	19	30	21	19	19	27	24	29
YDR019C	19	19	15	15	27	15	14	13
YDR020C	11	13	6	14	11	15	9	6
YDR021W	18	17	11	22	16	17	12	13
YDR022C	8	7	8	6	11	9	5	11
YDR023W	26	27	19	20	21	29	17	21
YDR024W	7	8	9	6	6	5	7	5
YDR025W	7	10	7	15	7	9	10	9
YDR026C	38	28	30	31	36	29	24	28
YDR027C	52	45	42	35	55	39	41	48
YDR028C	52	59	59	54	44	51	58	62
YDR029W	4	4	5	5	2	3	1	5
YDR030C	29	27	24	31	27	24	29	31
YDR031W	5	6	6	7	6	4	8	3
YDR032C	10	11	7	12	9	7	12	11
YDR033W	15	24	16	14	20	22	17	15
YDR034C	34	53	40	49	43	53	42	39
YDR034C-A	3	0	4	4	1	2	1	2
YDR034C-C	0	0	0	0	0	0	0	0
YDR034C-D	9	5	11	8	5	9	6	8
YDR034W-B	2	1	2	2	0	1	2	1
YDR035W	15	12	15	26	23	18	20	23
YDR036C	30	35	20	31	25	23	32	18
YDR037W	35	29	27	34	37	35	33	33
YDR038C	5	3	3	6	7	6	5	8
YDR039C	0	0	0	0	0	0	0	0
YDR040C	5	5	8	6	9	4	4	6
YDR041W	7	8	4	9	14	10	10	11
YDR042C	8	10	5	8	8	7	9	9
YDR043C	12	14	12	15	8	9	11	12
YDR044W	10	12	21	11	10	23	15	18
YDR045C	6	4	4	5	5	7	3	7
YDR046C	38	36	39	39	48	31	31	34
YDR047W	18	17	14	20	17	16	26	16
YDR048C	6	11	11	8	8	7	7	12
YDR049W	17	30	36	35	30	38	38	37
YDR050C	13	9	13	9	9	8	19	14
YDR051C	15	16	20	15	19	20	17	16
YDR052C	44	44	37	51	47	46	33	43
YDR053W	14	17	23	11	19	19	10	11
YDR054C	20	13	14	4	17	12	18	8
YDR055W	26	21	20	16	25	25	21	24
YDR056C	9	12	10	11	15	15	13	7
YDR057W	33	25	30	29	32	28	31	32
YDR058C	19	14	14	25	21	11	15	21
YDR059C	6	12	12	5	8	7	10	7
YDR060W	63	56	65	42	62	47	53	66
YDR061W	27	38	27	30	32	25	23	26
YDR062W	27	31	32	33	35	34	26	32
YDR063W	9	4	5	5	12	8	7	13
YDR064W	11	11	8	8	6	4	9	10
YDR065W	21	21	24	19	21	20	14	13
YDR066C	11	11	9	12	11	6	5	10
YDR067C	10	10	12	12	14	13	11	13
YDR068W	14	5	23	14	15	22	10	9
YDR069C	35	62	33	52	58	55	46	47
YDR070C	2	4	1	6	5	6	5	4
YDR071C	10	11	11	12	18	11	13	9
YDR072C	25	30	25	35	29	27	21	26
YDR073W	13	9	8	21	7	12	7	5
YDR074W	58	55	57	43	59	54	53	44
YDR075W	11	13	16	17	25	16	21	14
YDR076W	22	20	18	23	27	21	17	17
YDR077W	15	16	15	17	22	9	10	17
YDR078C	9	8	13	17	16	17	8	4
YDR079C-A	3	3	7	2	2	2	2	2
YDR079W	4	5	6	3	8	8	6	3
YDR080W	59	56	53	53	54	66	47	56
YDR081C	45	62	44	52	53	51	53	45
YDR082W	20	23	23	27	27	25	22	29
YDR083W	14	23	17	18	15	19	11	21
YDR084C	11	11	7	13	7	7	6	9
YDR085C	36	40	22	31	32	39	34	24
YDR086C	1	3	2	4	2	8	3	3
YDR087C	12	9	17	11	8	18	18	14
YDR088C	22	18	17	14	14	16	21	22
YDR089W	42	56	41	45	45	47	56	41
YDR090C	19	13	8	17	21	11	19	17
YDR091C	32	34	30	38	26	34	41	25
YDR092W	9	11	9	4	6	15	6	9
YDR093W	94	79	77	89	81	81	67	73
YDR094W	0	1	1	0	1	2	1	2
YDR095C	6	7	7	9	11	4	9	5
YDR096W	62	55	51	55	46	51	30	50
YDR097C	74	72	66	77	87	58	64	67
YDR098C	18	16	13	16	16	18	11	11
YDR098C-A	0	0	0	0	0	0	0	0
YDR098C-B	2	4	1	1	3	2	1	5
YDR099W	3	1	2	2	15	8	12	14
YDR100W	6	7	4	4	6	6	6	8
YDR101C	34	27	25	28	37	32	31	31
YDR102C	4	6	6	6	4	7	6	2
YDR103W	43	55	47	38	60	43	41	45
YDR104C	63	64	58	79	73	82	64	79
YDR105C	30	26	38	26	23	32	24	19
YDR106W	16	12	18	9	9	12	18	14
YDR107C	35	36	29	35	36	29	30	40
YDR108W	39	33	42	29	55	38	35	40
YDR109C	34	40	45	42	40	31	35	38
YDR110W	36	36	24	37	27	30	37	42
YDR111C	25	40	36	37	39	37	31	42
YDR112W	12	9	6	6	11	11	4	7
YDR113C	20	23	18	20	23	19	18	14
YDR114C	6	5	3	1	6	6	2	6
YDR115W	8	9	2	9	7	9	4	5
YDR116C	16	14	12	20	9	21	17	11
YDR117C	31	33	28	24	30	30	29	30
YDR118W	6	5	6	4	39	34	29	21
YDR118W-A	0	0	0	0	0	0	0	0
YDR119W	52	50	42	44	51	36	33	43
YDR119W-A	1	1	3	2	3	2	4	0
YDR120C	29	32	34	37	31	35	25	26
YDR121W	9	7	10	15	12	12	5	6
YDR122W	55	47	70	61	52	50	49	57
YDR123C	21	12	22	14	15	15	19	12
YDR124W	17	23	20	15	16	13	9	14
YDR125C	26	26	32	34	26	20	26	25
YDR126W	18	19	17	19	15	14	16	16
YDR127W	97	85	87	96	79	78	84	76
YDR128W	75	51	64	57	63	64	64	72
YDR129C	35	34	35	37	33	35	27	36
YDR130C	16	12	10	17	24	10	14	14
YDR131C	29	26	24	33	24	28	33	29
YDR132C	29	30	21	33	23	30	24	22
YDR133C	0	1	0	0	1	3	0	0
YDR134C	0	1	3	0	0	2	0	0
YDR135C	97	71	89	88	104	82	81	58
YDR136C	11	11	14	7	11	6	5	12
YDR137W	34	32	28	41	44	40	34	54
YDR138W	40	42	35	39	40	46	48	39
YDR139C	4	4	5	3	9	8	4	8
YDR140W	10	11	10	12	9	4	13	12
YDR141C	78	76	90	98	131	95	98	76
YDR142C	19	18	21	13	25	16	20	20
YDR143C	31	37	28	34	30	31	36	27
YDR144C	27	39	34	32	22	22	27	31
YDR145W	36	31	32	24	30	24	27	26
YDR146C	41	33	30	33	41	29	46	32
YDR147W	35	23	24	35	45	24	21	23
YDR148C	30	21	24	29	22	25	27	30
YDR149C	26	32	29	24	21	25	22	24
YDR150W	130	139	108	132	121	114	121	129
YDR151C	14	17	15	15	17	15	14	17
YDR152W	12	15	12	9	19	16	8	19
YDR153C	26	21	25	21	21	21	22	22
YDR154C	0	3	1	0	0	1	1	0
